gene,tf,region,site_index,seq_start,seq_end,score,occupancy,coef,activation_contribution
scanmut_single_pos_14_A,CREB1,CRE4,44,86,94,8.287079,0.1939653066325944,4.019443114772565,0.7796325162491308
scanmut_single_pos_14_A,CREB1,CRE4,45,88,96,-1.887222,0.0069398391804433,4.019443114772565,0.0278942888114617
scanmut_single_pos_14_A,CREB1,CRE4,46,92,100,-2.599271,0.0055628184761188,4.019443114772565,0.02235943242256532
scanmut_single_pos_14_A,CREM,CRE4,1,84,93,10.93871,0.0105384931859295,19.93529241018947,0.2100879432242938
scanmut_single_pos_14_A,CREM,CRE4,2,86,95,10.93871,0.0106859146366667,19.93529241018947,0.2130268329522742
scanmut_single_pos_72_A,ATF7,CRE1,0,25,38,11.582282,0.1770187387518798,0.0003959395074250587,7.008871222642444e-05
scanmut_single_pos_72_A,ATF7,CRE1,1,25,38,11.856422,0.1869954781838873,0.0003959395074250587,7.403889752284165e-05
scanmut_single_pos_72_A,CREB1,CRE1,13,23,31,-0.3144929999999994,0.0060392843122643,4.019443114772565,0.024274559747084704
scanmut_single_pos_72_A,CREB1,CRE1,14,25,33,-1.195631,0.0045653821932792,4.019443114772565,0.01835029402308135
scanmut_single_pos_72_A,CREB1,CRE1,15,27,35,9.98721,0.1798855711120409,4.019443114772565,0.7230398202532233
scanmut_single_pos_72_A,CREB1,CRE1,16,28,36,8.906303999999999,0.1227897795517788,4.019443114772565,0.49354653398383835
scanmut_single_pos_72_A,CREB1,CRE1,17,30,38,-2.016086999999999,0.003416206315303,4.019443114772565,0.013731246952687197
scanmut_single_pos_72_A,CREB1,CRE1,18,35,43,0.8070129999999998,0.0139194790243827,4.019443114772565,0.05594855412577618
scanmut_single_pos_72_A,CREB1,CRE1,19,37,45,-1.229867,0.0089178823272388,4.019443114772565,0.03584492071857193
scanmut_single_pos_72_A,CREB1,CRE4,43,85,93,3.623304,0.0621095396219065,4.019443114772565,0.24964576139496586
scanmut_single_pos_72_A,CREB1,CRE4,44,86,94,4.671149999999999,0.0875224946094751,4.019443114772565,0.3517916883457736
scanmut_single_pos_72_A,CREB1,CRE4,45,92,100,-2.599271,0.0081013889236362,4.019443114772565,0.03256307192920424
scanmut_single_pos_72_A,CREM,CRE1,0,26,35,11.981383,0.0069061496051754,19.93529241018947,0.13767611180768613
scanmut_single_pos_72_A,CREM,CRE1,1,28,37,11.501112,0.0061815342198004,19.93529241018947,0.1232306922153134
scanmut_single_pos_14_T,ATF7,CRE1,0,25,38,3.532028000000001,0.0681090946601452,0.0003959395074250587,2.6967081390904586e-05
scanmut_single_pos_14_T,ATF7,CRE1,1,25,38,4.008161000000001,0.0749138518960571,0.0003959395074250587,2.9661353619038646e-05
scanmut_single_pos_14_T,CREB1,CRE1,13,23,31,-0.3289090000000001,0.0115709458175802,4.019443114772565,0.04650875849787914
scanmut_single_pos_14_T,CREB1,CRE1,14,27,35,7.306138,0.1439756141877045,4.019443114772565,0.57870179114192
scanmut_single_pos_14_T,CREB1,CRE1,15,28,36,6.124632999999999,0.095094131357386,4.019443114772565,0.382225451539723
scanmut_single_pos_14_T,CREB1,CRE1,16,30,38,0.866458,0.0168950047585043,4.019443114772565,0.06790851055061982
scanmut_single_pos_14_T,CREB1,CRE1,17,35,43,0.8070129999999998,0.0205915001124653,4.019443114772565,0.08276636334988714
scanmut_single_pos_14_T,CREB1,CRE1,18,37,45,-1.229867,0.0118130107899672,4.019443114772565,0.047481724884467676
scanmut_single_pos_14_T,CREB1,CRE4,42,83,91,-1.887222,0.0069099284326288,4.019443114772565,0.02777406426210101
scanmut_single_pos_14_T,CREB1,CRE4,43,85,93,8.287079,0.1939653066325493,4.019443114772565,0.7796325162489496
scanmut_single_pos_14_T,CREB1,CRE4,44,86,94,8.287079,0.1939653066325493,4.019443114772565,0.7796325162489496
scanmut_single_pos_14_T,CREB1,CRE4,45,88,96,-1.887222,0.0069398391804417,4.019443114772565,0.02789428881145527
scanmut_single_pos_14_T,CREB1,CRE4,46,92,100,-2.599271,0.0055628184761184,4.019443114772565,0.02235943242256371
scanmut_single_pos_14_T,CREM,CRE4,1,84,93,10.93871,0.0105384931860674,19.93529241018947,0.21008794322704288
scanmut_single_pos_14_T,CREM,CRE4,2,86,95,10.93871,0.0106859146366642,19.93529241018947,0.21302683295222438
scanmut_single_pos_72_T,ATF7,CRE1,0,25,38,11.582282,0.1770187387518798,0.0003959395074250587,7.008871222642444e-05
scanmut_single_pos_72_T,ATF7,CRE1,1,25,38,11.856422,0.1869954781838873,0.0003959395074250587,7.403889752284165e-05
scanmut_single_pos_72_T,CREB1,CRE1,13,23,31,-0.3144929999999994,0.0060392843122643,4.019443114772565,0.024274559747084704
scanmut_single_pos_72_T,CREB1,CRE1,14,25,33,-1.195631,0.0045653821932792,4.019443114772565,0.01835029402308135
scanmut_single_pos_72_T,CREB1,CRE1,15,27,35,9.98721,0.1798855711120409,4.019443114772565,0.7230398202532233
scanmut_single_pos_72_T,CREB1,CRE1,16,28,36,8.906303999999999,0.1227897795517788,4.019443114772565,0.49354653398383835
scanmut_single_pos_72_T,CREB1,CRE1,17,30,38,-2.016086999999999,0.003416206315303,4.019443114772565,0.013731246952687197
scanmut_single_pos_72_T,CREB1,CRE1,18,35,43,0.8070129999999998,0.0139194790243827,4.019443114772565,0.05594855412577618
scanmut_single_pos_72_T,CREB1,CRE1,19,37,45,-1.229867,0.0089178823272388,4.019443114772565,0.03584492071857193
scanmut_single_pos_72_T,CREB1,CRE4,43,85,93,5.606007,0.1070281774730755,4.019443114772565,0.4301936710308094
scanmut_single_pos_72_T,CREB1,CRE4,44,86,94,5.505407999999999,0.1035611860518203,4.019443114772565,0.41625829623366967
scanmut_single_pos_72_T,CREB1,CRE4,45,88,96,0.9953229999999998,0.0236616538107666,4.019443114772565,0.09510667149381784
scanmut_single_pos_72_T,CREB1,CRE4,46,92,100,-2.599271,0.0072952305074608,4.019443114772565,0.029322764033892074
scanmut_single_pos_72_T,CREM,CRE1,0,26,35,11.981383,0.0069061496051754,19.93529241018947,0.13767611180768613
scanmut_single_pos_72_T,CREM,CRE1,1,28,37,11.501112,0.0061815342198004,19.93529241018947,0.1232306922153134
