name,index,index_f,index_r,start,end,score,K,K*kmax,strand,source,site_id,occupancy,tf,seq_start,seq_end,center,gene,coef,activation_contribution
ATF1,21,36,9,-57,-48,2.331355,0.2861980701677159,0.0085425124008586,-,Kang24_Table_S2,ATF121,0.0082783729444469,ATF1,137,146,141.5,synCRE_Promega_0,10.7935358599136,0.08935291523762616
ATF1,22,37,8,-53,-44,2.504104,0.3023563198666843,0.0090248079255934,+,Kang24_Table_S2,ATF122,0.0087309314427688,ATF1,141,150,145.5,synCRE_Promega_0,10.7935358599136,0.09423762161797222
ATF1,23,38,7,-48,-39,2.504192,0.3023647792579522,0.009025060423644,-,Kang24_Table_S2,ATF123,0.0087967186639266,ATF1,146,155,150.5,synCRE_Promega_0,10.7935358599136,0.09494769834866301
ATF1,24,39,6,-43,-34,2.115124999999999,0.2671841580600974,0.007974980342124,-,Kang24_Table_S2,ATF124,0.0078422846180378,ATF1,151,160,155.5,synCRE_Promega_0,10.7935358599136,0.08464598024843982
ATF1,25,40,5,-28,-19,3.787173,0.4546519278501625,0.0135705657604829,-,Kang24_Table_S2,ATF125,0.0132646483498347,ATF1,166,175,170.5,synCRE_Promega_0,10.7935358599136,0.1431724576330846
ATF1,26,41,4,-26,-17,2.662871,0.3180100412584217,0.0094920441617781,-,Kang24_Table_S2,ATF126,0.0092780677054549,ATF1,168,177,172.5,synCRE_Promega_0,10.7935358599136,0.10014315648953376
ATF1,27,42,3,-15,-6,2.849805,0.3374829054199974,0.0100732751375251,-,Kang24_Table_S2,ATF127,0.0097120731545226,ATF1,179,188,183.5,synCRE_Promega_0,10.7935358599136,0.10482760986744388
ATF1,28,43,2,-14,-5,2.345626,0.2874995517588211,0.0085813593526392,-,Kang24_Table_S2,ATF128,0.0082736536687665,ATF1,180,189,184.5,synCRE_Promega_0,10.7935358599136,0.08930197756633693
ATF1,29,44,1,-10,-1,2.965537,0.3501317515368804,0.0104508210963316,+,Kang24_Table_S2,ATF129,0.0100760812771106,ATF1,184,193,188.5,synCRE_Promega_0,10.7935358599136,0.10875654459189729
ATF1,30,45,0,-9,0,2.158443,0.2708892963171112,0.0080855722461465,+,Kang24_Table_S2,ATF130,0.0077956442248083,ATF1,185,194,189.5,synCRE_Promega_0,10.7935358599136,0.08414256549159674
ATF7,0,9,39,-169,-156,11.582282,0.1538529168294789,0.6151514797579545,+,Kang24_Table_S2,ATF70,0.1882113301836842,ATF7,25,38,31.5,synCRE_Promega_0,0.5098580629190427,0.09596106422686956
ATF7,1,10,40,-169,-156,11.856422,0.1625305127192254,0.6498471882457918,-,Kang24_Table_S2,ATF71,0.1988268056576774,ATF7,25,38,31.5,synCRE_Promega_0,0.5098580629190427,0.10137344998900435
ATF7,2,21,27,-133,-120,6.130579000000001,0.0516684421732569,0.2065863898758232,+,Kang24_Table_S2,ATF72,0.1033239787008679,ATF7,61,74,67.5,synCRE_Promega_0,0.5098580629190427,0.05268056363351293
ATF7,3,22,28,-133,-120,7.580661000000001,0.0690671242617581,0.2761516945391208,-,Kang24_Table_S2,ATF73,0.1381169970680044,ATF7,61,74,67.5,synCRE_Promega_0,0.5098580629190427,0.07042006458128781
CREB1,0,4,41,-188,-180,3.867458,0.1018703666327009,0.035833968022874,-,Kang24_Table_S2,CREB10,0.0335152700434893,CREB1,6,14,10.0,synCRE_Promega_0,7.549457187108222,0.2530220963076932
CREB1,1,5,37,-167,-159,9.98721,0.8807158312906659,0.3098010145531159,+,Kang24_Table_S2,CREB11,0.0954623605789271,CREB1,27,35,31.0,synCRE_Promega_0,7.549457187108222,0.7206890041708978
CREB1,2,7,35,-166,-158,8.906303999999999,0.6016929168896458,0.2116517831054134,-,Kang24_Table_S2,CREB12,0.0647568362343736,CREB1,28,36,32.0,synCRE_Promega_0,7.549457187108222,0.4888789627239819
CREB1,3,16,29,-143,-135,6.817365999999999,0.2881431904756054,0.1013573840441766,-,Kang24_Table_S2,CREB13,0.0899620708422536,CREB1,51,59,55.0,synCRE_Promega_0,7.549457187108222,0.6791648022871904
CREB1,4,17,25,-131,-123,9.843071,0.8370888616233891,0.2944547712080934,+,Kang24_Table_S2,CREB14,0.1472712627727395,CREB1,63,71,67.0,synCRE_Promega_0,7.549457187108222,1.1118180931941617
CREB1,5,20,23,-130,-122,4.381909,0.1221231606737646,0.0429581003690156,-,Kang24_Table_S2,CREB15,0.0214854514386253,CREB1,64,72,68.0,synCRE_Promega_0,7.549457187108222,0.16220349578159443
CREB1,6,25,20,-109,-101,8.287079,0.4837114127705636,0.1701505537917197,+,Kang24_Table_S2,CREB16,0.1258797154517079,CREB1,85,93,89.0,synCRE_Promega_0,7.549457187108222,0.9503235225280341
CREB1,7,26,19,-108,-100,8.287079,0.4837114127705636,0.1701505537917197,-,Kang24_Table_S2,CREB17,0.1258797154517079,CREB1,86,94,90.0,synCRE_Promega_0,7.549457187108222,0.9503235225280341
CREM,0,6,38,-168,-159,11.981383,0.0732660885050935,0.2758060190688891,+,Kang24_Table_S2,CREM0,0.0849871123894547,CREM,26,35,30.5,synCRE_Promega_0,0.1287249994822761,0.010939965998332695
CREM,1,8,36,-166,-157,11.501112,0.0517593337544739,0.1948450652103117,-,Kang24_Table_S2,CREM1,0.0596146642082189,CREM,28,37,32.5,synCRE_Promega_0,0.1287249994822761,0.007673897619339041
CREM,2,18,26,-132,-123,11.319911,0.0453994247882799,0.1709035499827785,+,Kang24_Table_S2,CREM2,0.0854772415982369,CREM,62,71,66.5,synCRE_Promega_0,0.1287249994822761,0.011003057880479433
ATF1,0,0,42,-194,-185,2.071906,0.2635379922566803,0.0078661486628152,+,Kang24_Table_S2,ATF10,0.0073571561058546,ATF1,0,9,4.5,scanmut_single_pos_14_A,10.7935358599136,0.07940972825552393
ATF1,1,1,41,-192,-183,1.942371,0.2529051448084444,0.0075487767422786,-,Kang24_Table_S2,ATF11,0.007060320276392,ATF1,2,11,6.5,scanmut_single_pos_14_A,10.7935358599136,0.07620582008571215
ATF1,2,2,40,-191,-182,2.576220999999999,0.309368875409801,0.0092341204574832,+,Kang24_Table_S2,ATF12,0.008636610953861,ATF1,3,12,7.5,scanmut_single_pos_14_A,10.7935358599136,0.0932195700386213
ATF1,3,3,39,-190,-181,2.388927999999999,0.2914849280924875,0.0087003158736685,+,Kang24_Table_S2,ATF13,0.008137347105504,ATF1,4,13,8.5,scanmut_single_pos_14_A,10.7935358599136,0.08783074778782156
ATF1,4,7,35,-164,-155,2.504312,0.3023763151729251,0.0090254047505525,+,Kang24_Table_S2,ATF14,0.0079475695729183,ATF1,30,39,34.5,scanmut_single_pos_14_A,10.7935358599136,0.08578237718445188
ATF1,5,8,34,-159,-150,1.812221,0.242653846033852,0.0072427933830773,+,Kang24_Table_S2,ATF15,0.0066546174285866,ATF1,35,44,39.5,scanmut_single_pos_14_A,10.7935358599136,0.0718268518494555
ATF1,6,9,33,-152,-143,2.201604,0.2746321064508873,0.008197288589877,+,Kang24_Table_S2,ATF16,0.0078948883462134,ATF1,42,51,46.5,scanmut_single_pos_14_A,10.7935358599136,0.0852137604748683
ATF1,7,10,32,-151,-142,2.360487,0.2888611309081049,0.0086220001115398,+,Kang24_Table_S2,ATF17,0.0075397253086585,ATF1,43,52,47.5,scanmut_single_pos_14_A,10.7935358599136,0.08138029549290367
ATF1,8,11,31,-148,-139,1.740421,0.2371774421692982,0.0070793322951054,-,Kang24_Table_S2,ATF18,0.0062328278583285,ATF1,46,55,50.5,scanmut_single_pos_14_A,10.7935358599136,0.06727425099753714
ATF1,9,12,30,-144,-135,2.778122,0.3298785948890918,0.0098462997530574,+,Kang24_Table_S2,ATF19,0.0086689378099599,ATF1,50,59,54.5,scanmut_single_pos_14_A,10.7935358599136,0.09356849111916304
ATF1,10,16,24,-131,-122,2.25952,0.2797358130321724,0.0083496253150527,-,Kang24_Table_S2,ATF110,0.0041760568483301,ATF1,63,72,67.5,scanmut_single_pos_14_A,10.7935358599136,0.045074419345488705
ATF1,11,20,22,-118,-109,2.922505,0.3453741627326605,0.0103088153821267,+,Kang24_Table_S2,ATF111,0.0101176437076693,ATF1,76,85,80.5,scanmut_single_pos_14_A,10.7935358599136,0.1092051501765578
ATF1,12,21,21,-116,-107,3.268605,0.3855472996878887,0.0115079133369812,+,Kang24_Table_S2,ATF112,0.0084268415092116,ATF1,78,87,82.5,scanmut_single_pos_14_A,10.7935358599136,0.09095541601548386
ATF1,13,24,18,-96,-87,3.023183,0.3566079150782255,0.0106441232640559,-,Kang24_Table_S2,ATF113,0.0104589528444991,ATF1,98,107,102.5,scanmut_single_pos_14_A,10.7935358599136,0.11288908258424639
ATF1,14,25,17,-88,-79,1.783593,0.240455304912071,0.0071771707714866,-,Kang24_Table_S2,ATF114,0.0069375405033473,ATF1,106,115,110.5,scanmut_single_pos_14_A,10.7935358599136,0.07488059220248214
ATF1,15,26,16,-83,-74,1.956571,0.2540494925733012,0.0075829335238616,+,Kang24_Table_S2,ATF115,0.0073405220707008,ATF1,111,120,115.5,scanmut_single_pos_14_A,10.7935358599136,0.07923018820059632
ATF1,16,27,15,-82,-73,2.561859,0.307959483692617,0.0091920525769602,+,Kang24_Table_S2,ATF116,0.0088210439054776,ATF1,112,121,116.5,scanmut_single_pos_14_A,10.7935358599136,0.09521025371564479
ATF1,17,28,14,-75,-66,2.605278,0.3122400941245489,0.0093198213200429,+,Kang24_Table_S2,ATF117,0.0089319077970442,ATF1,119,128,123.5,scanmut_single_pos_14_A,10.7935358599136,0.09640686710483846
ATF1,18,29,13,-74,-65,2.432119,0.2955151215346916,0.0088206101070912,+,Kang24_Table_S2,ATF118,0.0085171250853851,ATF1,120,129,124.5,scanmut_single_pos_14_A,10.7935358599136,0.09192989503247377
ATF1,19,30,12,-71,-62,2.288230999999999,0.2823009546680358,0.0084261903115305,-,Kang24_Table_S2,ATF119,0.0082099825641709,ATF1,123,132,127.5,scanmut_single_pos_14_A,10.7935358599136,0.08861474121564403
ATF1,20,31,11,-62,-53,1.812513,0.2426763739750707,0.0072434658027659,-,Kang24_Table_S2,ATF120,0.0070822810283118,ATF1,132,141,136.5,scanmut_single_pos_14_A,10.7935358599136,0.07644285424906919
ATF1,21,32,10,-59,-50,1.754761,0.2382612298799076,0.0071116814648687,+,Kang24_Table_S2,ATF121,0.0068917841339482,ATF1,135,144,139.5,scanmut_single_pos_14_A,10.7935358599136,0.0743867191885535
ATF1,22,33,9,-57,-48,2.331355,0.2861980701677159,0.0085425124008586,-,Kang24_Table_S2,ATF122,0.0082783729444469,ATF1,137,146,141.5,scanmut_single_pos_14_A,10.7935358599136,0.08935291523762616
ATF1,23,34,8,-53,-44,2.504104,0.3023563198666843,0.0090248079255934,+,Kang24_Table_S2,ATF123,0.0087309314427688,ATF1,141,150,145.5,scanmut_single_pos_14_A,10.7935358599136,0.09423762161797222
ATF1,24,35,7,-48,-39,2.504192,0.3023647792579522,0.009025060423644,-,Kang24_Table_S2,ATF124,0.0087967186639266,ATF1,146,155,150.5,scanmut_single_pos_14_A,10.7935358599136,0.09494769834866301
ATF1,25,36,6,-43,-34,2.115124999999999,0.2671841580600974,0.007974980342124,-,Kang24_Table_S2,ATF125,0.0078422846180378,ATF1,151,160,155.5,scanmut_single_pos_14_A,10.7935358599136,0.08464598024843982
ATF1,26,37,5,-28,-19,3.787173,0.4546519278501625,0.0135705657604829,-,Kang24_Table_S2,ATF126,0.0132646483498347,ATF1,166,175,170.5,scanmut_single_pos_14_A,10.7935358599136,0.1431724576330846
ATF1,27,38,4,-26,-17,2.662871,0.3180100412584217,0.0094920441617781,-,Kang24_Table_S2,ATF127,0.0092780677054549,ATF1,168,177,172.5,scanmut_single_pos_14_A,10.7935358599136,0.10014315648953376
ATF1,28,39,3,-15,-6,2.849805,0.3374829054199974,0.0100732751375251,-,Kang24_Table_S2,ATF128,0.0097120731545226,ATF1,179,188,183.5,scanmut_single_pos_14_A,10.7935358599136,0.10482760986744388
ATF1,29,40,2,-14,-5,2.345626,0.2874995517588211,0.0085813593526392,-,Kang24_Table_S2,ATF129,0.0082736536687665,ATF1,180,189,184.5,scanmut_single_pos_14_A,10.7935358599136,0.08930197756633693
ATF1,30,41,1,-10,-1,2.965537,0.3501317515368804,0.0104508210963316,+,Kang24_Table_S2,ATF130,0.0100760812771106,ATF1,184,193,188.5,scanmut_single_pos_14_A,10.7935358599136,0.10875654459189729
ATF1,31,42,0,-9,0,2.158443,0.2708892963171112,0.0080855722461465,+,Kang24_Table_S2,ATF131,0.0077956442248083,ATF1,185,194,189.5,scanmut_single_pos_14_A,10.7935358599136,0.08414256549159674
ATF7,0,18,27,-133,-120,6.130579000000001,0.0516684421732569,0.2065863898758232,+,Kang24_Table_S2,ATF70,0.1033239787008679,ATF7,61,74,67.5,scanmut_single_pos_14_A,0.5098580629190427,0.05268056363351293
ATF7,1,19,28,-133,-120,7.580661000000001,0.0690671242617581,0.2761516945391208,-,Kang24_Table_S2,ATF71,0.1381169970680044,ATF7,61,74,67.5,scanmut_single_pos_14_A,0.5098580629190427,0.07042006458128781
CREB1,0,4,38,-188,-180,3.867458,0.1018703666327009,0.035833968022874,-,Kang24_Table_S2,CREB10,0.0335152700434893,CREB1,6,14,10.0,scanmut_single_pos_14_A,7.549457187108222,0.2530220963076932
CREB1,1,5,37,-167,-159,5.323435,0.1701857485616271,0.059864618863054,+,Kang24_Table_S2,CREB11,0.0530913190663068,CREB1,27,35,31.0,scanmut_single_pos_14_A,7.549457187108222,0.40081064029818564
CREB1,2,6,36,-166,-158,5.290374999999999,0.1682141372496369,0.0591710839417346,-,Kang24_Table_S2,CREB12,0.0521047331758878,CREB1,28,36,32.0,scanmut_single_pos_14_A,7.549457187108222,0.39336245235706235
CREB1,3,13,29,-143,-135,6.817365999999999,0.2881431904756054,0.1013573840441766,-,Kang24_Table_S2,CREB13,0.0899642338265086,CREB1,51,59,55.0,scanmut_single_pos_14_A,7.549457187108222,0.67918113164422
CREB1,4,14,25,-131,-123,9.843071,0.8370888616233891,0.2944547712080934,+,Kang24_Table_S2,CREB14,0.1472712627727395,CREB1,63,71,67.0,scanmut_single_pos_14_A,7.549457187108222,1.1118180931941617
CREB1,5,17,23,-130,-122,4.381909,0.1221231606737646,0.0429581003690156,-,Kang24_Table_S2,CREB15,0.0214854514386253,CREB1,64,72,68.0,scanmut_single_pos_14_A,7.549457187108222,0.16220349578159443
CREB1,6,22,20,-109,-101,8.287079,0.4837114127705636,0.1701505537917197,+,Kang24_Table_S2,CREB16,0.1258797154517079,CREB1,85,93,89.0,scanmut_single_pos_14_A,7.549457187108222,0.9503235225280341
CREB1,7,23,19,-108,-100,8.287079,0.4837114127705636,0.1701505537917197,-,Kang24_Table_S2,CREB17,0.1258797154517079,CREB1,86,94,90.0,scanmut_single_pos_14_A,7.549457187108222,0.9503235225280341
CREM,0,15,26,-132,-123,11.319911,0.0453994247882799,0.1709035499827785,+,Kang24_Table_S2,CREM0,0.0854772415982369,CREM,62,71,66.5,scanmut_single_pos_14_A,0.1287249994822761,0.011003057880479433
ATF1,0,0,46,-194,-185,2.071906,0.2635379922566803,0.0078661486628152,+,Kang24_Table_S2,ATF10,0.0073571561058546,ATF1,0,9,4.5,scanmut_single_pos_72_A,10.7935358599136,0.07940972825552393
ATF1,1,1,45,-192,-183,1.942371,0.2529051448084444,0.0075487767422786,-,Kang24_Table_S2,ATF11,0.007060320276392,ATF1,2,11,6.5,scanmut_single_pos_72_A,10.7935358599136,0.07620582008571215
ATF1,2,2,44,-191,-182,2.576220999999999,0.309368875409801,0.0092341204574832,+,Kang24_Table_S2,ATF12,0.008636610953861,ATF1,3,12,7.5,scanmut_single_pos_72_A,10.7935358599136,0.0932195700386213
ATF1,3,3,43,-190,-181,2.388927999999999,0.2914849280924875,0.0087003158736685,+,Kang24_Table_S2,ATF13,0.008137347105504,ATF1,4,13,8.5,scanmut_single_pos_72_A,10.7935358599136,0.08783074778782156
ATF1,4,11,35,-159,-150,1.812221,0.242653846033852,0.0072427933830773,+,Kang24_Table_S2,ATF14,0.0034591094369747,ATF1,35,44,39.5,scanmut_single_pos_72_A,10.7935358599136,0.03733602175135197
ATF1,5,12,34,-152,-143,2.201604,0.2746321064508873,0.008197288589877,+,Kang24_Table_S2,ATF15,0.0079202855335823,ATF1,42,51,46.5,scanmut_single_pos_72_A,10.7935358599136,0.08548788592747548
ATF1,6,13,33,-151,-142,2.360487,0.2888611309081049,0.0086220001115398,+,Kang24_Table_S2,ATF16,0.0075639799666064,ATF1,43,52,47.5,scanmut_single_pos_72_A,10.7935358599136,0.08164208901323426
ATF1,7,14,32,-148,-139,1.740421,0.2371774421692982,0.0070793322951054,-,Kang24_Table_S2,ATF17,0.006232513535472,ATF1,46,55,50.5,scanmut_single_pos_72_A,10.7935358599136,0.06727085834251394
ATF1,8,15,31,-144,-135,2.778122,0.3298785948890918,0.0098462997530574,+,Kang24_Table_S2,ATF18,0.0086685006335517,ATF1,50,59,54.5,scanmut_single_pos_72_A,10.7935358599136,0.09356377243992403
ATF1,9,19,25,-131,-122,2.25952,0.2797358130321724,0.0083496253150527,-,Kang24_Table_S2,ATF19,0.0041760568483301,ATF1,63,72,67.5,scanmut_single_pos_72_A,10.7935358599136,0.045074419345488705
ATF1,10,23,23,-118,-109,2.922505,0.3453741627326605,0.0103088153821267,+,Kang24_Table_S2,ATF110,0.0100971185133765,ATF1,76,85,80.5,scanmut_single_pos_72_A,10.7935358599136,0.10898361075592675
ATF1,11,24,22,-116,-107,3.268605,0.3855472996878887,0.0115079133369812,+,Kang24_Table_S2,ATF111,0.0104383999630954,ATF1,78,87,82.5,scanmut_single_pos_72_A,10.7935358599136,0.112667244321791
ATF1,12,27,19,-106,-97,2.071991999999999,0.2635451980024581,0.0078663637417381,+,Kang24_Table_S2,ATF112,0.0072340487685869,ATF1,88,97,92.5,scanmut_single_pos_72_A,10.7935358599136,0.07808096479610652
ATF1,13,28,18,-96,-87,3.023183,0.3566079150782255,0.0106441232640559,-,Kang24_Table_S2,ATF113,0.0104589528444991,ATF1,98,107,102.5,scanmut_single_pos_72_A,10.7935358599136,0.11288908258424639
ATF1,14,29,17,-88,-79,1.783593,0.240455304912071,0.0071771707714866,-,Kang24_Table_S2,ATF114,0.0069375405033473,ATF1,106,115,110.5,scanmut_single_pos_72_A,10.7935358599136,0.07488059220248214
ATF1,15,30,16,-83,-74,1.956571,0.2540494925733012,0.0075829335238616,+,Kang24_Table_S2,ATF115,0.0073405220707008,ATF1,111,120,115.5,scanmut_single_pos_72_A,10.7935358599136,0.07923018820059632
ATF1,16,31,15,-82,-73,2.561859,0.307959483692617,0.0091920525769602,+,Kang24_Table_S2,ATF116,0.0088210439054776,ATF1,112,121,116.5,scanmut_single_pos_72_A,10.7935358599136,0.09521025371564479
ATF1,17,32,14,-75,-66,2.605278,0.3122400941245489,0.0093198213200429,+,Kang24_Table_S2,ATF117,0.0089319077970442,ATF1,119,128,123.5,scanmut_single_pos_72_A,10.7935358599136,0.09640686710483846
ATF1,18,33,13,-74,-65,2.432119,0.2955151215346916,0.0088206101070912,+,Kang24_Table_S2,ATF118,0.0085171250853851,ATF1,120,129,124.5,scanmut_single_pos_72_A,10.7935358599136,0.09192989503247377
ATF1,19,34,12,-71,-62,2.288230999999999,0.2823009546680358,0.0084261903115305,-,Kang24_Table_S2,ATF119,0.0082099825641709,ATF1,123,132,127.5,scanmut_single_pos_72_A,10.7935358599136,0.08861474121564403
ATF1,20,35,11,-62,-53,1.812513,0.2426763739750707,0.0072434658027659,-,Kang24_Table_S2,ATF120,0.0070822810283118,ATF1,132,141,136.5,scanmut_single_pos_72_A,10.7935358599136,0.07644285424906919
ATF1,21,36,10,-59,-50,1.754761,0.2382612298799076,0.0071116814648687,+,Kang24_Table_S2,ATF121,0.0068917841339482,ATF1,135,144,139.5,scanmut_single_pos_72_A,10.7935358599136,0.0743867191885535
ATF1,22,37,9,-57,-48,2.331355,0.2861980701677159,0.0085425124008586,-,Kang24_Table_S2,ATF122,0.0082783729444469,ATF1,137,146,141.5,scanmut_single_pos_72_A,10.7935358599136,0.08935291523762616
ATF1,23,38,8,-53,-44,2.504104,0.3023563198666843,0.0090248079255934,+,Kang24_Table_S2,ATF123,0.0087309314427688,ATF1,141,150,145.5,scanmut_single_pos_72_A,10.7935358599136,0.09423762161797222
ATF1,24,39,7,-48,-39,2.504192,0.3023647792579522,0.009025060423644,-,Kang24_Table_S2,ATF124,0.0087967186639266,ATF1,146,155,150.5,scanmut_single_pos_72_A,10.7935358599136,0.09494769834866301
ATF1,25,40,6,-43,-34,2.115124999999999,0.2671841580600974,0.007974980342124,-,Kang24_Table_S2,ATF125,0.0078422846180378,ATF1,151,160,155.5,scanmut_single_pos_72_A,10.7935358599136,0.08464598024843982
ATF1,26,41,5,-28,-19,3.787173,0.4546519278501625,0.0135705657604829,-,Kang24_Table_S2,ATF126,0.0132646483498347,ATF1,166,175,170.5,scanmut_single_pos_72_A,10.7935358599136,0.1431724576330846
ATF1,27,42,4,-26,-17,2.662871,0.3180100412584217,0.0094920441617781,-,Kang24_Table_S2,ATF127,0.0092780677054549,ATF1,168,177,172.5,scanmut_single_pos_72_A,10.7935358599136,0.10014315648953376
ATF1,28,43,3,-15,-6,2.849805,0.3374829054199974,0.0100732751375251,-,Kang24_Table_S2,ATF128,0.0097120731545226,ATF1,179,188,183.5,scanmut_single_pos_72_A,10.7935358599136,0.10482760986744388
ATF1,29,44,2,-14,-5,2.345626,0.2874995517588211,0.0085813593526392,-,Kang24_Table_S2,ATF129,0.0082736536687665,ATF1,180,189,184.5,scanmut_single_pos_72_A,10.7935358599136,0.08930197756633693
ATF1,30,45,1,-10,-1,2.965537,0.3501317515368804,0.0104508210963316,+,Kang24_Table_S2,ATF130,0.0100760812771106,ATF1,184,193,188.5,scanmut_single_pos_72_A,10.7935358599136,0.10875654459189729
ATF1,31,46,0,-9,0,2.158443,0.2708892963171112,0.0080855722461465,+,Kang24_Table_S2,ATF131,0.0077956442248083,ATF1,185,194,189.5,scanmut_single_pos_72_A,10.7935358599136,0.08414256549159674
ATF7,0,9,40,-169,-156,11.582282,0.1538529168294789,0.6151514797579545,+,Kang24_Table_S2,ATF70,0.1882113301836842,ATF7,25,38,31.5,scanmut_single_pos_72_A,0.5098580629190427,0.09596106422686956
ATF7,1,10,41,-169,-156,11.856422,0.1625305127192254,0.6498471882457918,-,Kang24_Table_S2,ATF71,0.1988268056576774,ATF7,25,38,31.5,scanmut_single_pos_72_A,0.5098580629190427,0.10137344998900435
ATF7,2,21,28,-133,-120,6.130579000000001,0.0516684421732569,0.2065863898758232,+,Kang24_Table_S2,ATF72,0.1033239787008679,ATF7,61,74,67.5,scanmut_single_pos_72_A,0.5098580629190427,0.05268056363351293
ATF7,3,22,29,-133,-120,7.580661000000001,0.0690671242617581,0.2761516945391208,-,Kang24_Table_S2,ATF73,0.1381169970680044,ATF7,61,74,67.5,scanmut_single_pos_72_A,0.5098580629190427,0.07042006458128781
