gene,tf,region,site_index,seq_start,seq_end,score,occupancy,coef,activation_contribution
scanmut_single_pos_14_A,CREM,CRE1,1,28,37,0.331256999999999,0.0036721568984669,19.91954063659259,0.07314767856295522
scanmut_single_pos_14_A,CREM,CRE4,6,84,93,10.93871,0.0198278098380287,19.91954063659259,0.394960863803243
scanmut_single_pos_14_A,CREM,CRE4,7,86,95,10.93871,0.0201012565706335,19.91954063659259,0.40040779710530783
scanmut_single_pos_72_A,ATF7,CRE1,0,25,38,11.582282,0.2002335571651838,3.446983273838701e-06,6.902017224096139e-07
scanmut_single_pos_72_A,ATF7,CRE1,1,25,38,11.856422,0.211519762716047,3.446983273838701e-06,7.291050841685449e-07
scanmut_single_pos_72_A,CREB1,CRE1,13,23,31,-0.3144929999999994,0.0063733917246361,4.687018320741679,0.029872203778632807
scanmut_single_pos_72_A,CREB1,CRE1,14,25,33,-1.195631,0.0050335955650909,4.687018320741679,0.023592554632785114
scanmut_single_pos_72_A,CREB1,CRE1,15,27,35,9.98721,0.1145532230467574,4.687018320741679,0.5369130551201599
scanmut_single_pos_72_A,CREB1,CRE1,16,28,36,8.906303999999999,0.0827117128015778,4.687018320741679,0.3876713132409192
scanmut_single_pos_72_A,CREB1,CRE1,17,30,38,-2.016086999999999,0.0039369069963585,4.687018320741679,0.01845235521898838
scanmut_single_pos_72_A,CREB1,CRE1,18,35,43,0.8070129999999998,0.0119892063535468,4.687018320741679,0.05619362983022639
scanmut_single_pos_72_A,CREB1,CRE1,19,37,45,-1.229867,0.0080884724484213,4.687018320741679,0.03791081855256493
scanmut_single_pos_72_A,CREB1,CRE4,43,85,93,3.623304,0.0373400813434844,4.687018320741679,0.1750136453548959
scanmut_single_pos_72_A,CREB1,CRE4,44,86,94,4.671149999999999,0.0499805796893191,4.687018320741679,0.23425989268512806
scanmut_single_pos_72_A,CREB1,CRE4,45,92,100,-2.599271,0.0090532341143528,4.687018320741679,0.042432674155935136
scanmut_single_pos_72_A,CREM,CRE1,0,26,35,11.981383,0.0159457640475138,19.91954063659259,0.3176322949259683
scanmut_single_pos_72_A,CREM,CRE1,1,28,37,11.501112,0.0143170984600698,19.91954063659259,0.2851900245734576
scanmut_single_pos_72_A,CREM,CRE4,6,84,93,-0.2311450000000002,0.0026533332174968,19.91954063659259,0.05285317884834847
scanmut_single_pos_72_A,CREM,CRE4,7,86,95,-0.2311449999999997,0.0026899255241276,19.91954063659259,0.053582080787267346
scanmut_single_pos_14_T,ATF7,CRE1,0,25,38,3.532028000000001,0.0740689199259075,3.446983273838701e-06,2.5531432809590123e-07
scanmut_single_pos_14_T,ATF7,CRE1,1,25,38,4.008161000000001,0.0814698463391676,3.446983273838701e-06,2.8082519765331985e-07
scanmut_single_pos_14_T,CREB1,CRE1,13,23,31,-0.3289090000000001,0.0117500552438192,4.687018320741679,0.055072724197507424
scanmut_single_pos_14_T,CREB1,CRE1,14,27,35,7.306138,0.1005603805052083,4.687018320741679,0.4713283457686656
scanmut_single_pos_14_T,CREB1,CRE1,15,28,36,6.124632999999999,0.0706040821548964,4.687018320741679,0.33092262657915006
scanmut_single_pos_14_T,CREB1,CRE1,16,30,38,0.866458,0.0162519380587486,4.687018320741679,0.07617313142891365
scanmut_single_pos_14_T,CREB1,CRE1,17,35,43,0.8070129999999998,0.0185705235540718,4.687018320741679,0.0870403841236994
scanmut_single_pos_14_T,CREB1,CRE1,18,37,45,-1.229867,0.0114424348909391,4.687018320741679,0.053630901967725374
scanmut_single_pos_14_T,CREB1,CRE4,42,83,91,-1.887222,0.0064248303513487,4.687018320741679,0.030113297564428557
scanmut_single_pos_14_T,CREB1,CRE4,43,85,93,8.287079,0.1093854396158977,4.687018320741679,0.5126915595020951
scanmut_single_pos_14_T,CREB1,CRE4,44,86,94,8.287079,0.1093854396158977,4.687018320741679,0.5126915595020951
scanmut_single_pos_14_T,CREB1,CRE4,45,88,96,-1.887222,0.0088317171552069,4.687018320741679,0.04139442011006332
scanmut_single_pos_14_T,CREB1,CRE4,46,92,100,-2.599271,0.007308435631007,4.687018320741679,0.03425477169849108
scanmut_single_pos_14_T,CREM,CRE1,0,26,35,0.8115279999999996,0.0031605905143284,19.91954063659259,0.06295751118579364
scanmut_single_pos_14_T,CREM,CRE1,1,28,37,0.331256999999999,0.0028377746873678,19.91954063659259,0.05652716820251673
scanmut_single_pos_14_T,CREM,CRE4,6,84,93,10.93871,0.0198278098404855,19.91954063659259,0.3949608638521813
scanmut_single_pos_14_T,CREM,CRE4,7,86,95,10.93871,0.0201012565729001,19.91954063659259,0.40040779715045743
scanmut_single_pos_72_T,ATF7,CRE1,0,25,38,11.582282,0.2002335571686372,3.446983273838701e-06,6.902017224215178e-07
scanmut_single_pos_72_T,ATF7,CRE1,1,25,38,11.856422,0.2115197627196949,3.446983273838701e-06,7.291050841811191e-07
scanmut_single_pos_72_T,CREB1,CRE1,13,23,31,-0.3144929999999994,0.0063733917245615,4.687018320741679,0.029872203778283153
scanmut_single_pos_72_T,CREB1,CRE1,14,25,33,-1.195631,0.005033595565032,4.687018320741679,0.023592554632509043
scanmut_single_pos_72_T,CREB1,CRE1,15,27,35,9.98721,0.1145532230454167,4.687018320741679,0.5369130551138759
scanmut_single_pos_72_T,CREB1,CRE1,16,28,36,8.906303999999999,0.0827117128003282,4.687018320741679,0.38767131323506226
scanmut_single_pos_72_T,CREB1,CRE1,17,30,38,-2.016086999999999,0.0039369069964264,4.687018320741679,0.018452355219306632
scanmut_single_pos_72_T,CREB1,CRE1,18,35,43,0.8070129999999998,0.0119892063550246,4.687018320741679,0.05619362983715286
scanmut_single_pos_72_T,CREB1,CRE1,19,37,45,-1.229867,0.0080884724300435,4.687018320741679,0.037910818466427854
scanmut_single_pos_72_T,CREB1,CRE4,43,85,93,5.606007,0.0608635163233739,4.687018320741679,0.28526841607241366
scanmut_single_pos_72_T,CREB1,CRE4,44,86,94,5.505407999999999,0.0591834450725319,4.687018320741679,0.2773938913395658
scanmut_single_pos_72_T,CREB1,CRE4,45,88,96,0.9953229999999998,0.0231085706084707,4.687018320741679,0.10831029380805485
scanmut_single_pos_72_T,CREB1,CRE4,46,92,100,-2.599271,0.0084993855313199,4.687018320741679,0.039836775700343115
scanmut_single_pos_72_T,CREM,CRE1,0,26,35,11.981383,0.0159457640473272,19.91954063659259,0.31763229492225126
scanmut_single_pos_72_T,CREM,CRE1,1,28,37,11.501112,0.0143170984598535,19.91954063659259,0.28519002456914894
scanmut_single_pos_72_T,CREM,CRE4,6,84,93,-0.2311450000000002,0.0024910105796127,19.91954063659259,0.049619786466777234
scanmut_single_pos_72_T,CREM,CRE4,7,86,95,-0.2311449999999997,0.0025253642832292,19.91954063659259,0.05030409646198357
